order_id,customer_id,product_id,category,amount,order_date,returned,total_amount
O117077,C12090,P223093,Electronics,101,27-03-2025,No,201
O117078,C14615,P229864,Grocery,23,09-03-2025,No,22
O117079,C11036,P205167,Electronics,493,12-07-2024,No,345
O117080,C10724,P243743,Sports,94,28-06-2024,No,254
O117081,C16766,P219525,Home,206,01-02-2025,Yes,618
O117082,C10987,P220987,Toys,5,10-12-2024,No,4
O117083,C10802,P216538,Toys,27,28-09-2023,No,46
O117084,C12582,P203630,Electronics,383,13-02-2025,No,345
O117085,C16445,P208652,Home,54,23-04-2025,No,43
O117086,C13837,P225366,Electronics,431,03-02-2024,No,388
O117087,C10526,P246281,Home,160,17-04-2025,No,128
O117088,C11665,P239565,Sports,37,04-11-2023,No,33
O117089,C17740,P231036,Fashion,13,09-03-2024,No,13
O117090,C11138,P239362,Toys,11,15-12-2024,No,11
O117091,C10459,P201867,Electronics,216,29-03-2024,No,647
O117092,C16975,P226264,Electronics,615,04-12-2024,No,615
O117093,C12552,P200576,Electronics,236,21-06-2025,No,224
O117094,C17475,P207263,Fashion,71,27-10-2024,No,67
O117095,C15027,P246999,Home,92,06-12-2024,No,92
O117096,C16082,P203764,Electronics,73,14-09-2024,No,73
O117097,C14420,P224937,Grocery,15,22-01-2024,No,14
O117098,C14674,P233224,Grocery,31,22-06-2025,No,31
O117099,C12808,P227825,Home,106,07-07-2025,No,202
O117100,C17342,P228800,Beauty,33,14-11-2023,No,33
O117101,C12898,P235878,Grocery,21,10-03-2024,No,33
O117102,C15633,P237675,Toys,14,10-09-2025,No,14
O117103,C13243,P204968,Electronics,143,10-03-2024,No,143
O117104,C14068,P224925,Toys,41,14-10-2023,No,39
O117105,C17103,P227268,Fashion,92,17-11-2024,No,87
O117106,C16645,P214202,Home,268,31-07-2025,No,913
O117107,C16096,P220931,Beauty,46,05-12-2023,No,41
O117108,C16477,P204083,Sports,24,14-11-2024,No,48
O117109,C12331,P216492,Electronics,224,14-07-2025,Yes,672
O117110,C14570,P201231,Electronics,119,06-07-2024,Yes,119
O117111,C15173,P233344,Toys,5,28-05-2025,No,5
O117112,C15577,P200240,Toys,32,26-09-2024,No,30
O117113,C15698,P210830,Beauty,19,31-07-2024,No,18
O117114,C15539,P248215,Sports,19,28-07-2024,No,18
O117115,C13685,P223950,Sports,61,29-08-2025,Yes,122
O117116,C10631,P238577,Home,669,30-01-2025,No,535
O117117,C14798,P226617,Fashion,17,22-04-2024,No,17
O117118,C12456,P213573,Home,77,07-06-2024,No,69
O117119,C10981,P249522,Grocery,13,18-11-2024,No,23
O117120,C15423,P226728,Toys,6,10-07-2025,No,19
O117121,C16054,P249249,Home,462,18-05-2025,No,462
O117122,C14654,P242908,Fashion,55,13-03-2025,No,55
O117123,C14317,P240924,Grocery,4,05-10-2023,No,4
O117124,C11556,P226071,Beauty,18,08-03-2025,No,15
O117125,C12205,P210285,Home,69,28-07-2024,No,59
O117126,C14443,P227513,Electronics,92,13-12-2024,No,83
O117127,C15278,P210270,Sports,43,13-08-2025,No,129
O117128,C14984,P218839,Fashion,45,02-11-2024,No,40
O117129,C13955,P219830,Beauty,5,12-11-2024,No,5
O117130,C10921,P242365,Beauty,4,13-09-2023,No,4
O117131,C15354,P216270,Sports,87,09-09-2024,No,173
O117132,C16805,P237579,Beauty,17,14-10-2024,No,16
O117133,C10404,P207827,Beauty,8,26-05-2025,No,16
O117134,C15376,P243705,Electronics,455,27-07-2024,No,433
O117135,C14772,P227324,Sports,19,06-11-2023,No,54
O117136,C14684,P226088,Fashion,21,14-06-2025,No,19
O117137,C11620,P240574,Home,24,29-12-2023,No,24
O117138,C16701,P202923,Home,181,24-02-2024,No,181
O117139,C12952,P237769,Sports,108,18-04-2024,No,108
O117140,C13118,P217192,Sports,31,16-02-2025,No,26
O117141,C17380,P240244,Sports,90,14-03-2024,No,361
O117142,C16622,P212886,Electronics,437,31-10-2024,No,875
O117143,C16630,P231352,Home,15,08-11-2024,No,29
O117144,C11594,P238731,Fashion,59,09-10-2024,No,56
O117145,C10565,P238703,Home,59,16-09-2024,Yes,59
O117146,C17509,P220614,Sports,24,15-08-2024,No,49
O117147,C16667,P216711,Fashion,90,12-01-2025,No,85
O117148,C14799,P228870,Home,133,23-12-2024,No,126
O117149,C17670,P217066,Grocery,11,03-06-2024,No,11
O117150,C17173,P244291,Sports,188,09-08-2025,No,564
O117151,C12868,P232891,Sports,40,16-11-2024,No,73
O117152,C17311,P200753,Toys,2,12-01-2024,No,2
O117153,C10857,P240882,Home,401,17-04-2024,No,401
O117154,C11284,P234374,Sports,40,03-01-2024,No,160
O117155,C10584,P239293,Electronics,376,02-01-2025,No,357
O117156,C16829,P203578,Electronics,1276,25-06-2024,No,1021
O117157,C14327,P221050,Fashion,18,17-06-2025,No,18
O117158,C16413,P215468,Fashion,247,06-10-2023,Yes,235
O117159,C17083,P219229,Home,112,04-05-2024,No,447
O117160,C17614,P202938,Fashion,162,13-11-2024,Yes,162
O117161,C17017,P248925,Grocery,2,27-08-2024,No,2
O117162,C11245,P242886,Toys,17,07-08-2025,No,14
O117163,C10051,P213875,Grocery,39,14-03-2025,No,37
O117164,C12163,P235195,Toys,5,23-06-2024,No,5
O117165,C10537,P224740,Grocery,5,07-12-2023,No,5
O117166,C17732,P214150,Home,41,26-09-2024,No,41
O117167,C10540,P209701,Home,453,20-08-2025,No,1359
O117168,C15138,P249121,Fashion,20,12-03-2024,No,20
O117169,C10814,P223291,Beauty,6,30-01-2024,No,6
O117170,C11415,P229286,Toys,33,21-11-2024,No,67
O117171,C12838,P224116,Home,105,13-11-2024,No,105
O117172,C11652,P205886,Fashion,49,06-04-2024,No,49
O117173,C12665,P213672,Home,133,15-04-2025,No,133
O117174,C14514,P214508,Electronics,359,25-02-2024,No,1004
O117175,C14062,P228668,Sports,70,06-08-2024,No,118
O117176,C12356,P243770,Home,499,17-02-2024,No,499
O117177,C13810,P209392,Grocery,4,06-09-2025,No,3
O117178,C10863,P237936,Grocery,43,10-06-2025,No,41
O117179,C10185,P246190,Electronics,162,19-11-2024,No,146
O117180,C14356,P203281,Grocery,4,17-09-2023,No,4
O117181,C11551,P246839,Grocery,14,30-11-2024,No,13
O117182,C15392,P208810,Beauty,57,22-06-2024,No,57
O117183,C12207,P237722,Toys,11,30-04-2025,No,11
O117184,C17013,P229850,Electronics,75,29-05-2025,No,226
O117185,C10761,P236491,Grocery,11,09-05-2025,No,11
O117186,C14319,P234454,Home,564,04-05-2024,No,564
O117187,C11279,P247659,Grocery,8,21-04-2025,No,7
O117188,C14275,P212924,Home,13,27-08-2025,No,12
O117189,C16163,P216023,Toys,16,25-08-2024,No,16
O117190,C15743,P228508,Home,74,12-03-2024,No,74
O117191,C14727,P228468,Home,19,07-05-2025,No,19
O117192,C17873,P228379,Grocery,28,28-04-2025,No,23
O117193,C17635,P225929,Sports,105,26-11-2023,No,210
O117194,C13694,P237007,Toys,5,24-05-2025,No,5
O117195,C13281,P241313,Beauty,67,08-01-2025,No,60
O117196,C11536,P216664,Grocery,12,13-10-2023,No,12
O117197,C16201,P213633,Sports,125,17-06-2024,Yes,119
O117198,C13164,P244337,Electronics,335,24-07-2025,Yes,335
O117199,C17388,P204932,Toys,77,02-07-2024,No,77
O117200,C12770,P216205,Electronics,769,30-04-2024,No,769
O117201,C11963,P219934,Toys,2,20-01-2024,No,9
O117202,C17399,P249541,Fashion,6,30-03-2025,No,11
O117203,C13845,P205183,Beauty,19,12-07-2024,No,58
O117204,C13435,P220251,Sports,47,09-03-2024,No,45
O117205,C14710,P220744,Beauty,22,20-10-2024,No,19
O117206,C10561,P202053,Sports,51,26-01-2024,No,48
O117207,C12421,P237776,Grocery,29,19-11-2023,No,57
O117208,C14717,P208359,Home,35,20-05-2024,No,35
O117209,C17623,P247458,Beauty,4,13-06-2025,No,4
O117210,C12135,P245905,Electronics,186,02-01-2025,No,186
O117211,C17187,P234934,Home,30,12-01-2024,No,27
O117212,C15109,P240874,Electronics,341,30-03-2025,No,972
O117213,C12061,P212461,Beauty,19,24-09-2024,No,19
O117214,C12180,P243966,Fashion,66,10-06-2024,No,66
O117215,C11960,P249338,Toys,3,17-10-2024,No,6
O117216,C13879,P221566,Fashion,74,16-05-2024,Yes,74
O117217,C15153,P245006,Fashion,21,20-08-2025,No,21
O117218,C17035,P227516,Home,157,06-03-2024,No,157
O117219,C13279,P235413,Electronics,162,11-12-2024,No,113
O117220,C13884,P247313,Fashion,93,07-09-2024,No,93
O117221,C13270,P246064,Toys,37,09-02-2024,No,32
O117222,C14687,P231469,Home,58,21-12-2023,Yes,116
O117223,C10582,P204627,Fashion,123,30-01-2024,No,117
O117224,C17322,P211191,Electronics,176,06-02-2025,No,176
O117225,C11613,P233973,Home,308,08-08-2024,No,292
O117226,C11101,P206703,Sports,31,21-08-2025,No,31
O117227,C17339,P216611,Fashion,22,13-04-2025,No,22
O117228,C10288,P245669,Fashion,111,27-01-2024,No,111
O117229,C15664,P234904,Home,21,07-05-2024,No,42
O117230,C17979,P223695,Grocery,17,11-02-2025,No,17
O117231,C13859,P244691,Home,161,19-06-2025,No,458
O117232,C13060,P206958,Fashion,181,02-08-2025,No,163
O117233,C12926,P216633,Beauty,91,16-02-2024,No,91
O117234,C15539,P202272,Toys,15,06-04-2024,No,15
O117235,C14102,P222422,Electronics,399,03-01-2024,No,399
O117236,C11183,P203018,Beauty,7,24-01-2025,No,7
O117237,C14335,P212960,Toys,7,17-03-2025,No,7
O117238,C16082,P202215,Fashion,45,27-10-2024,No,63
O117239,C11446,P234925,Grocery,5,18-10-2024,No,4
O117240,C16679,P218180,Beauty,9,24-05-2025,No,8
O117241,C11749,P219628,Home,13,07-06-2024,No,39
O117242,C16213,P215870,Grocery,2,26-01-2024,No,2
O117243,C11903,P200296,Electronics,454,06-10-2024,No,431
O117244,C16359,P234695,Sports,11,29-03-2025,No,31
O117245,C13175,P214578,Toys,46,21-11-2024,Yes,46
O117246,C17894,P213554,Home,21,01-04-2025,No,21
O117247,C11077,P240189,Electronics,105,19-10-2024,No,300
O117248,C16949,P221585,Beauty,13,12-03-2024,Yes,13
O117249,C12377,P234225,Electronics,472,25-08-2024,Yes,424
O117250,C10847,P203546,Beauty,33,11-02-2024,No,33
O117251,C17370,P246622,Sports,38,20-01-2024,No,38
O117252,C15407,P246083,Beauty,13,03-07-2024,No,13
O117253,C16188,P240129,Beauty,45,18-06-2025,No,38
O117254,C12876,P227703,Electronics,273,14-08-2025,No,273
O117255,C16341,P203664,Electronics,249,28-07-2024,No,224
O117256,C11239,P226165,Toys,22,21-02-2025,No,15
O117257,C15600,P231099,Electronics,248,06-01-2025,No,224
O117258,C11332,P240422,Fashion,33,05-06-2024,No,125
O117259,C17039,P216479,Grocery,22,16-12-2024,No,21
O117260,C13506,P242319,Home,363,17-07-2024,No,1089
O117261,C12379,P206140,Sports,88,08-07-2024,No,88
O117262,C14791,P217736,Fashion,22,10-12-2024,No,44
O117263,C14122,P222141,Fashion,152,17-02-2025,Yes,152
O117264,C13237,P221628,Home,169,13-12-2023,No,169
O117265,C12365,P246862,Beauty,29,27-09-2023,No,29
O117266,C17441,P227243,Grocery,13,25-10-2024,No,13
O117267,C17550,P217214,Beauty,36,04-02-2024,No,36
O117268,C12412,P217989,Electronics,536,14-03-2024,Yes,536
O117269,C13174,P221029,Home,216,26-02-2024,No,216
O117270,C15055,P244770,Fashion,188,03-02-2024,No,940
O117271,C15622,P207937,Fashion,31,14-08-2025,No,29
O117272,C15964,P229703,Home,47,24-09-2023,No,47
O117273,C10372,P245618,Fashion,30,19-02-2025,No,28
O117274,C17783,P239284,Fashion,77,09-01-2025,No,153
O117275,C11949,P216605,Grocery,11,24-12-2023,No,11
O117276,C10244,P225106,Beauty,52,07-09-2025,No,156
O117277,C11840,P206493,Fashion,18,03-02-2025,No,36
O117278,C17336,P232502,Fashion,71,14-10-2024,No,141
O117279,C17795,P232335,Toys,8,01-04-2024,No,6
O117280,C15772,P225957,Grocery,22,07-12-2024,No,21
O117281,C17585,P204117,Sports,67,09-01-2024,No,67
O117282,C13427,P238176,Home,609,22-04-2025,No,1218
O117283,C16621,P233521,Toys,24,25-07-2024,No,45
O117284,C10124,P212501,Grocery,19,12-12-2024,No,19
O117285,C14632,P201188,Electronics,64,11-06-2025,No,64
O117286,C12753,P247243,Toys,26,24-09-2024,No,23
O117287,C11919,P232113,Toys,13,05-03-2025,No,38
O117288,C11635,P241368,Home,61,04-12-2024,No,58
O117289,C11425,P243445,Fashion,83,14-11-2023,No,83
O117290,C11540,P200796,Beauty,9,24-05-2025,No,19
O117291,C10530,P247116,Fashion,15,09-09-2024,No,15
O117292,C17849,P214836,Electronics,193,24-01-2024,No,193
O117293,C16929,P205145,Grocery,14,19-08-2025,No,10
O117294,C14349,P236939,Home,49,30-10-2023,No,49
O117295,C16264,P208175,Home,118,22-05-2024,No,106
O117296,C13103,P249517,Electronics,208,28-12-2023,No,832
O117297,C14756,P201514,Home,77,04-12-2023,No,230
O117298,C11801,P215451,Sports,32,09-10-2023,No,31
O117299,C15156,P237704,Fashion,24,02-03-2024,No,41
O117300,C17856,P248393,Home,52,02-03-2024,No,50
O117301,C15461,P216882,Electronics,141,12-03-2025,No,127
O117302,C11036,P211433,Fashion,9,27-04-2024,No,25
O117303,C15302,P201369,Toys,13,15-04-2024,No,13
O117304,C13728,P214068,Fashion,19,18-11-2024,Yes,18
O117305,C17432,P241658,Electronics,1105,11-07-2025,No,1878
O117306,C16231,P208116,Beauty,26,09-06-2024,No,26
O117307,C14011,P243687,Beauty,18,27-10-2023,No,17
O117308,C17629,P226826,Fashion,25,08-06-2025,No,25
O117309,C16189,P243453,Sports,71,10-11-2023,No,212
O117310,C13463,P231237,Electronics,186,08-10-2024,No,167
O117311,C11142,P205364,Fashion,101,03-03-2024,No,101
O117312,C17076,P200090,Electronics,146,04-08-2024,No,131
O117313,C15650,P212086,Fashion,21,05-01-2024,No,36
O117314,C17614,P211389,Home,173,06-03-2025,No,164
O117315,C11755,P216855,Home,314,22-06-2024,No,283
O117316,C16061,P238852,Electronics,420,26-06-2025,No,1261
O117317,C14840,P242225,Electronics,79,17-09-2023,No,79
O117318,C11629,P227384,Sports,235,16-04-2024,No,1118
O117319,C15062,P201111,Home,203,28-12-2024,No,203
O117320,C10762,P233365,Electronics,139,19-06-2025,No,139
O117321,C16905,P211408,Fashion,8,11-03-2024,No,8
O117322,C14889,P224002,Sports,134,10-09-2025,No,107
O117323,C14839,P217738,Electronics,137,22-01-2025,No,137
O117324,C15165,P240645,Home,108,14-07-2025,No,215
O117325,C13957,P212138,Home,22,26-11-2023,No,22
O117326,C15627,P211427,Toys,19,03-11-2024,No,50
O117327,C10557,P210896,Toys,2,23-05-2024,No,2
O117328,C16090,P202389,Sports,85,02-08-2025,No,85
O117329,C14621,P215360,Home,246,29-10-2023,No,246
O117330,C16740,P236843,Beauty,24,19-11-2023,No,46
O117331,C17998,P228226,Beauty,56,10-06-2025,No,56
O117332,C10839,P216847,Fashion,44,16-05-2024,No,84
O117333,C10002,P247565,Toys,25,07-08-2024,No,25
O117334,C11051,P217456,Grocery,7,11-08-2025,No,7
O117335,C11404,P205446,Fashion,22,03-07-2025,No,22
O117336,C10156,P216857,Toys,10,03-05-2025,No,18
O117337,C16998,P237751,Home,24,13-12-2023,No,24
O117338,C11937,P233706,Home,49,13-07-2024,No,195
O117339,C16050,P214703,Home,74,18-03-2025,No,74
O117340,C10510,P217694,Fashion,26,29-06-2024,No,26
O117341,C13404,P239959,Grocery,10,16-11-2024,No,20
O117342,C14782,P215058,Sports,76,24-09-2023,Yes,72
O117343,C11137,P204056,Home,185,16-09-2024,No,185
O117344,C15508,P212855,Sports,60,22-12-2023,No,60
O117345,C15606,P223488,Sports,121,07-08-2024,No,242
O117346,C13914,P215772,Fashion,114,24-06-2025,No,341
O117347,C13321,P223116,Electronics,248,02-10-2024,No,211
O117348,C14666,P233027,Toys,18,29-07-2025,No,18
O117349,C10714,P201656,Toys,24,09-04-2024,No,23
O117350,C15434,P243915,Grocery,10,22-11-2023,No,8
O117351,C12286,P228855,Electronics,108,02-06-2025,No,324
O117352,C17401,P244079,Beauty,12,23-07-2024,No,52
O117353,C16446,P239058,Sports,13,18-09-2024,No,24
O117354,C12654,P205913,Beauty,31,11-01-2025,No,53
O117355,C10990,P207973,Sports,42,21-12-2023,No,84
O117356,C17820,P216975,Electronics,614,19-12-2024,No,491
O117357,C14429,P242392,Electronics,397,04-06-2025,No,397
O117358,C12160,P213305,Electronics,483,18-03-2024,No,966
O117359,C15740,P210679,Home,292,17-03-2024,No,788
O117360,C14457,P221961,Fashion,32,08-10-2023,No,97
O117361,C15976,P200228,Toys,6,24-09-2024,No,5
O117362,C16944,P215643,Electronics,941,20-10-2024,No,2823
O117363,C12144,P227355,Home,731,17-01-2024,No,2779
O117364,C16077,P242328,Grocery,4,30-04-2024,No,4
O117365,C12063,P218008,Home,188,22-09-2023,No,188
O117366,C12603,P223474,Electronics,74,15-05-2025,No,74
O117367,C11977,P203979,Fashion,6,19-04-2025,No,6
O117368,C10375,P246343,Beauty,31,14-12-2023,No,29
O117369,C10741,P200739,Electronics,146,29-09-2024,No,146
O117370,C14485,P239289,Grocery,28,29-10-2023,No,28
O117371,C12667,P219558,Beauty,21,11-03-2024,No,39
O117372,C11240,P237817,Sports,160,17-09-2023,No,152
O117373,C13470,P226646,Home,24,03-09-2024,No,49
O117374,C17427,P238154,Grocery,28,02-09-2025,No,113
O117375,C14919,P232272,Beauty,8,03-06-2024,No,8
O117376,C12367,P237339,Sports,93,30-12-2023,No,185
O117377,C12243,P248055,Toys,21,12-07-2025,No,21
O117378,C13549,P214260,Toys,3,02-10-2024,No,3
O117379,C10417,P206594,Electronics,1284,03-01-2025,No,1284
O117380,C17642,P213185,Fashion,23,17-04-2025,No,22
O117381,C10606,P212572,Fashion,67,07-10-2024,No,57
O117382,C10567,P240248,Electronics,375,09-06-2024,No,899
O117383,C10543,P217569,Toys,3,03-09-2025,No,9
O117384,C16374,P216973,Fashion,103,08-07-2024,No,97
O117385,C10883,P204217,Fashion,23,18-04-2024,No,46
O117386,C16664,P207648,Electronics,143,07-11-2024,No,122
O117387,C14798,P217519,Grocery,2,18-04-2025,No,1
O117388,C11223,P246318,Toys,8,30-06-2024,No,8
O117389,C12893,P231953,Beauty,27,23-12-2023,No,23
O117390,C16816,P219804,Toys,6,18-04-2024,No,5
O117391,C15718,P210750,Toys,14,29-02-2024,No,14
O117392,C12068,P200001,Sports,168,13-04-2024,No,151
O117393,C17478,P217275,Electronics,1059,22-09-2023,No,1695
O117394,C16731,P207882,Sports,129,16-03-2024,No,129
O117395,C17041,P245854,Beauty,8,17-01-2025,No,8
O117396,C17820,P212748,Sports,58,09-07-2024,No,173
O117397,C13709,P232601,Beauty,23,15-03-2025,No,23
O117398,C11786,P227575,Grocery,28,21-02-2024,No,24
O117399,C15715,P249076,Beauty,22,17-05-2024,No,22
O117400,C11457,P232369,Beauty,20,05-01-2024,No,31
O117401,C16514,P244617,Toys,8,01-08-2025,No,8
O117402,C15679,P215317,Home,101,17-02-2025,No,384
O117403,C11914,P245109,Fashion,24,21-06-2024,No,24
O117404,C10077,P228318,Home,119,12-02-2024,No,119
O117405,C13613,P246546,Beauty,44,22-10-2023,No,44
O117406,C11308,P236972,Fashion,148,22-11-2023,No,148
O117407,C10647,P241239,Sports,173,01-12-2023,No,173
O117408,C12187,P222168,Toys,37,31-12-2024,No,37
O117409,C10552,P218082,Beauty,14,25-08-2024,No,24
O117410,C15093,P211079,Beauty,32,22-07-2024,No,129
O117411,C10281,P202884,Fashion,29,24-03-2024,No,55
O117412,C17729,P227861,Grocery,1,14-10-2023,No,1
O117413,C11281,P236347,Sports,222,01-09-2024,No,222
O117414,C11846,P207195,Home,17,17-07-2025,No,24
O117415,C15479,P202251,Sports,22,28-09-2023,No,22
O117416,C12487,P204640,Fashion,6,09-01-2025,No,11
O117417,C16413,P218740,Electronics,73,06-03-2025,No,73
O117418,C15253,P248761,Fashion,8,06-06-2025,No,8
O117419,C12793,P212815,Electronics,418,26-04-2024,No,418
O117420,C13711,P242891,Home,263,15-05-2024,No,263
O117421,C14199,P241968,Beauty,42,15-05-2024,No,38
O117422,C14861,P229913,Home,140,28-10-2023,No,140
O117423,C16238,P212904,Beauty,41,13-08-2025,No,204
O117424,C12776,P218462,Electronics,248,08-12-2023,No,248
O117425,C11596,P235482,Toys,49,10-03-2024,No,97
O117426,C10479,P206947,Electronics,250,02-04-2024,No,250
O117427,C16923,P201338,Beauty,4,12-08-2024,No,4
O117428,C13312,P212782,Home,170,17-02-2024,No,170
O117429,C16156,P220073,Fashion,92,18-07-2025,No,185
O117430,C13218,P206614,Beauty,9,27-11-2023,No,28
O117431,C11963,P200741,Toys,10,28-06-2024,No,10
O117432,C17919,P230210,Home,166,06-06-2024,No,166
O117433,C16744,P200733,Home,122,30-04-2024,No,122
O117434,C12142,P213944,Electronics,767,22-05-2025,No,729
O117435,C13898,P201806,Beauty,19,14-09-2024,No,19
O117436,C16436,P213285,Toys,24,19-04-2025,No,24
O117437,C12072,P243338,Beauty,11,22-02-2024,No,11
O117438,C11295,P211457,Electronics,912,26-02-2024,No,912
O117439,C15624,P201753,Sports,55,19-06-2025,No,55
O117440,C15285,P240126,Electronics,302,19-11-2023,No,287
O117441,C10938,P214587,Toys,21,31-07-2025,No,63
O117442,C10761,P205857,Grocery,5,05-05-2025,No,14
O117443,C17254,P233792,Beauty,12,12-04-2024,No,35
O117444,C14749,P242442,Grocery,10,14-02-2024,No,10
O117445,C11669,P222148,Electronics,153,08-02-2025,No,130
O117446,C17128,P236322,Fashion,12,31-10-2023,No,12
O117447,C13862,P209971,Fashion,94,10-07-2025,No,94
O117448,C12685,P211908,Toys,10,15-06-2024,No,10
O117449,C13899,P221202,Home,81,08-07-2025,No,242
O117450,C16634,P226692,Fashion,44,11-03-2024,No,44
O117451,C11931,P204566,Electronics,651,28-07-2025,No,651
O117452,C17308,P231019,Toys,5,29-10-2024,No,5
O117453,C13939,P214022,Electronics,370,03-04-2025,No,333
O117454,C11126,P243925,Fashion,26,16-04-2025,No,53
O117455,C13297,P243720,Fashion,105,07-06-2025,No,300
O117456,C16021,P239662,Electronics,402,07-10-2024,No,341
O117457,C14670,P227030,Electronics,101,28-04-2025,No,91
O117458,C16437,P239850,Home,56,31-10-2024,No,56
O117459,C17039,P244714,Home,15,08-03-2025,No,14
O117460,C15425,P219752,Home,204,05-04-2024,No,204
O117461,C15373,P235397,Sports,62,11-11-2023,No,125
O117462,C11203,P225104,Grocery,2,22-10-2024,No,2
O117463,C14135,P220616,Electronics,54,08-09-2024,No,54
O117464,C16919,P230938,Electronics,1062,17-02-2025,No,1062
O117465,C13772,P206661,Fashion,99,19-02-2024,No,99
O117466,C10519,P226047,Beauty,13,27-07-2024,No,13
O117467,C15735,P239043,Electronics,286,03-05-2025,No,286
O117468,C17904,P242995,Sports,94,28-11-2023,No,94
O117469,C16689,P246442,Beauty,21,08-06-2024,No,19
O117470,C12283,P225943,Sports,46,23-04-2025,No,83
O117471,C14558,P234487,Fashion,29,21-11-2024,No,59
O117472,C15347,P209233,Home,36,22-11-2023,No,36
O117473,C17867,P203487,Toys,3,19-05-2025,No,3
O117474,C15944,P224559,Fashion,13,10-02-2024,No,63
O117475,C10482,P205844,Home,12,19-05-2025,No,10
O117476,C12477,P241519,Electronics,234,20-10-2023,No,211
O117477,C13093,P226140,Beauty,30,11-01-2024,No,53
O117478,C10342,P211416,Toys,6,09-03-2024,No,15
O117479,C17207,P222859,Electronics,298,10-09-2025,Yes,298
O117480,C15292,P222253,Beauty,13,10-08-2024,No,12
O117481,C11462,P239230,Toys,5,26-03-2024,No,11
O117482,C11202,P218184,Home,28,12-06-2024,No,28
O117483,C11621,P227846,Fashion,52,04-04-2024,No,44
O117484,C16276,P230221,Grocery,3,10-06-2025,No,7
O117485,C12398,P242771,Electronics,312,09-07-2024,No,624
O117486,C13596,P221459,Fashion,15,28-04-2024,Yes,13
O117487,C17707,P215498,Grocery,27,04-07-2025,No,27
O117488,C16649,P204262,Fashion,8,19-11-2023,No,8
O117489,C16227,P232914,Toys,12,12-08-2024,No,10
O117490,C15088,P245500,Fashion,75,16-12-2023,No,226
O117491,C13535,P234885,Toys,29,08-12-2023,No,29
O117492,C12877,P238215,Sports,25,15-10-2023,No,127
O117493,C17004,P221398,Home,39,29-05-2025,No,111
O117494,C12390,P243623,Beauty,22,29-11-2024,No,19
O117495,C13351,P229924,Electronics,425,03-06-2024,No,382
O117496,C12913,P200318,Electronics,504,04-08-2025,No,1007
O117497,C17430,P212161,Sports,105,04-07-2024,No,190
O117498,C11189,P212323,Toys,32,27-03-2025,No,27
O117499,C12340,P205749,Sports,67,01-12-2024,No,201
O117500,C13580,P233022,Grocery,12,21-03-2025,No,10
O117501,C11603,P209528,Grocery,8,17-08-2024,No,7
O117502,C13297,P221441,Toys,30,15-08-2024,No,30
O117503,C15289,P208526,Grocery,4,21-07-2024,No,3
O117504,C10597,P244051,Electronics,145,17-08-2025,No,434
O117505,C10644,P237161,Sports,188,11-01-2025,No,188
O117506,C14543,P201044,Sports,133,01-08-2025,No,253
O117507,C16833,P212765,Electronics,482,16-11-2023,No,482
O117508,C17145,P218175,Grocery,2,04-10-2023,No,4
O117509,C12902,P248887,Electronics,265,24-03-2025,No,716
O117510,C16645,P200961,Home,119,30-06-2025,No,119
O117511,C10763,P203749,Electronics,542,02-01-2024,No,488
O117512,C17694,P237333,Beauty,16,05-01-2025,No,15
O117513,C14830,P240284,Home,112,04-12-2024,No,337
O117514,C17546,P216973,Beauty,10,02-04-2025,No,19
O117515,C17368,P218372,Toys,37,09-06-2024,No,35
O117516,C11642,P243799,Toys,50,11-10-2024,No,45
O117517,C12297,P243393,Sports,71,17-04-2024,No,61
O117518,C17576,P235757,Electronics,237,25-05-2025,Yes,237
O117519,C14696,P238433,Home,62,25-10-2024,No,62
O117520,C12172,P204541,Toys,8,31-05-2025,No,23
O117521,C12160,P230678,Sports,89,29-07-2024,No,89
O117522,C15076,P218344,Sports,28,07-04-2025,No,28
O117523,C17304,P245154,Fashion,49,14-04-2024,No,46
O117524,C15878,P208846,Fashion,46,14-10-2024,No,39
O117525,C17663,P233846,Grocery,17,19-02-2025,No,13
O117526,C13749,P235842,Toys,7,09-11-2023,No,5
O117527,C16293,P242315,Electronics,443,09-09-2025,No,887
O117528,C12922,P205029,Beauty,3,06-09-2025,No,3
O117529,C16486,P216272,Home,111,20-04-2025,No,100
O117530,C10579,P248613,Home,255,31-08-2025,No,242
O117531,C13804,P223770,Home,181,09-10-2023,No,163
O117532,C14878,P213104,Sports,197,14-06-2025,No,591
O117533,C12368,P215855,Grocery,3,25-04-2025,No,3
O117534,C16965,P237524,Toys,27,19-06-2024,Yes,24
O117535,C13932,P237463,Toys,14,23-01-2025,No,14
O117536,C14627,P200919,Sports,48,12-03-2024,No,46
O117537,C13360,P242706,Electronics,193,25-03-2025,No,164
O117538,C15608,P234526,Home,24,20-10-2024,No,24
O117539,C16635,P234599,Home,167,23-10-2023,No,150
O117540,C14707,P209363,Toys,22,11-01-2025,No,22
O117541,C16395,P249511,Grocery,3,16-04-2024,No,6
O117542,C16101,P214255,Home,113,13-09-2024,No,102
O117543,C11100,P203810,Fashion,12,28-04-2024,No,12
O117544,C11670,P201440,Fashion,23,12-04-2025,No,42
O117545,C15511,P243879,Beauty,4,18-05-2025,No,4
O117546,C15531,P201719,Fashion,53,05-03-2024,Yes,53
O117547,C12220,P244213,Grocery,1,05-03-2024,No,1
O117548,C14970,P200555,Home,50,09-03-2025,No,100
O117549,C16344,P242193,Grocery,5,03-09-2024,No,5
